%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=522004, Thu Nov 20 00:25:56 2014
0 0 1.0 1.00004605149 1.00000416153 1.00004605149 1.00002560274 1.00000416153 1.00002029879 1.00004438413 1.00002762006
1 9 1.01464370205 1.00004605149 1.00000416153 1.00004605149 1.00002560274 1.00000416153 1.00002029879 1.00004438413 1.00002762006
2 18 1.07380819175 1.15939671521 0.898936472363 0.898936472363 0.961080587641 0.97515595749 0.988100967967 0.999032330891 1.15939671521
3 27 1.0898882131 1.26074061543 0.845930150261 0.845930150261 0.936549744053 0.948470747288 0.972013339058 0.98114778758 1.26074061543
4 36 1.02550695273 1.35542145648 0.79496831122 0.79496831122 0.909400103038 0.959592361392 0.980074985982 1.03708246126 1.35542145648
5 45 0.920305443861 1.3447525284 0.748356316428 0.748356316428 0.902928509109 0.959037676368 0.980107014743 1.03054866913 1.3447525284
6 54 0.739625668323 1.30176338626 0.710836330709 0.710836330709 0.920136440913 0.944089339971 0.979420282838 1.01515195492 1.30176338626
7 63 0.686688837636 1.276238578 0.676960279946 0.676960279946 0.854730084542 0.926349896584 0.968088329063 0.991085159926 1.276238578
8 72 0.665837576241 1.23316087426 0.654001919447 0.654001919447 0.83552935123 0.900833983721 0.960939100126 1.00673965491 1.23316087426
9 81 0.782929434555 1.13653623772 0.634829865524 0.634829865524 0.810918294457 0.891338385996 0.94693147285 1.06760859892 1.13653623772
10 90 0.793833166548 1.17942729714 0.626649053483 0.626649053483 0.840273864472 0.883386174848 1.0099553067 1.1180151421 1.17942729714
11 99 0.860540925461 1.17016573082 0.604703348118 0.604703348118 0.835355468976 0.875077540338 1.00718112164 1.0866327186 1.17016573082
12 108 0.711489393676 1.30895074941 0.584078992132 0.584078992132 0.80187814813 0.851226158905 1.01768749468 1.04937414709 1.30895074941
