% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=522004, Thu Nov 20 00:25:56 2014
0 0 1.0 0 0 1.00004605149 1.00002560274 1.00000416153 1.00002029879 1.00004438413 1.00002762006
1 9 1.01464370205 0 0 0.974607767597 0.982206020795 0.990660130457 0.98614495193 1.1407436675 1.00428107623
2 18 1.07380819175 0 0 0.939863963173 1.02966446393 1.10324031657 1.02456767063 1.24102695134 1.0632330182
3 27 1.0898882131 0 0 0.907343528306 1.07069264336 1.11660875623 1.04553703494 1.39139434256 1.09117559967
4 36 1.02550695273 0 0 0.80457716048 1.02574753472 1.03495268152 1.02580595026 1.26057175575 0.990356304497
5 45 0.920305443861 0 0 0.688639008806 0.888325664535 0.897100745051 0.94473506364 1.12581644897 0.886147361458
6 54 0.739625668323 0 0 0.525529136069 0.706380314028 0.677779693545 0.742798005333 0.881195891913 0.694242130606
7 63 0.686688837636 0 0 0.463997781526 0.651186605432 0.608032614079 0.708204260599 0.797006607014 0.637552584428
8 72 0.665837576241 0 0 0.435890263782 0.609385276467 0.556023321463 0.689690691065 0.745846584538 0.648457759212
9 81 0.782929434555 0 0 0.518782427804 0.779087366568 0.687924966794 0.822327122962 0.850261055654 0.804641461777
10 90 0.793833166548 0 0 0.510061424794 0.772015893577 0.719039696608 0.802454469635 0.858406159363 0.812891032345
11 99 0.860540925461 0 0 0.539572607247 0.808326041648 0.839058320981 0.87582452422 0.912393457379 0.932240344817
12 108 0.711489393676 0 0 0.438138894619 0.663441684149 0.679787459053 0.70578898083 0.738527544337 0.756283597651
