% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=522004, Thu Nov 20 00:25:56 2014
1 9 1.01464370205 1.00004188978 -2143230 -2.1432300000000000e+06 -627801 -31413   
2 18 1.07380819175 1.28974265797 -2143230 -1.3360590000000000e+06 -469077 -106212   
3 27 1.0898882131 1.49036018523 -2143230 -2.0049720000000000e+06 -613368 -207642   
4 36 1.02550695273 1.70500061116 -2687058 -2.6870580000000000e+06 -771687 -219948   
5 45 0.920305443861 1.79694150884 -2687058 -2.4236340000000000e+06 -568068 -50778   
6 54 0.739625668323 1.83131239924 -2687058 -1.7607330000000000e+06 -1085166 -67815   
7 63 0.686688837636 1.88524883336 -2687058 -2.0591010000000000e+06 -1533267 -697446   
8 72 0.665837576241 1.88556155202 -2687058 -1.7748660000000000e+06 -986877 -339915   
9 81 0.782929434555 1.79030051899 -2687058 -1.8278580000000000e+06 -1399716 -965388   
10 90 0.793833166548 1.88211773494 -2687058 -2.4833700000000000e+06 -1867980 -172719   
11 99 0.860540925461 1.93510708096 -2687058 -2.4465630000000000e+06 -1702773 -342786   
12 108 0.711489393676 2.24105089729 -2735397 -2.7353970000000000e+06 -1557972 -78123   
