%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=888861, Sun Nov 23 12:08:58 2014
0 0 0.0 0 0 0.0 1 1 1 1 1 1 1
1 9 -0.0225772810605 -0.000805647998866 0.0018346668547 0.0191713568569 1 1 1 1 1 1 1
2 18 -0.0409466400381 -0.00359805754518 0.00242633658191 0.0598543770781 1 1 1 1 1 1 1
3 27 -0.067849819676 -0.00280244739423 0.0145706829573 0.116786930717 1 1 1 1 1 1 1
4 36 -0.0799747222688 -0.00429118266403 0.00744572191776 0.127852994766 0.901706722373 0.928597438991 0.955034384285 0.974245847342 1.01823485631 1.08497452835 1.11777197456
5 45 -0.173390492956 -0.0118539071166 0.0136277479914 0.181551227962 0.901706722373 0.928597438991 0.955034384285 0.974245847342 1.01823485631 1.08497452835 1.11777197456
6 54 -0.236761419333 -0.00107841776199 0.00239305662365 0.183025172641 0.858054921136 0.886378225806 0.93837571526 0.966090848786 1.02790196903 1.11588974966 1.16721998385
7 63 -0.242365181417 -0.0032624468915 0.00611041010663 0.168403342489 0.858054921136 0.886378225806 0.93837571526 0.966090848786 1.02790196903 1.11588974966 1.16721998385
8 72 -0.206665675794 -0.00175387271288 0.00869532768496 0.182594568045 0.829653694791 0.89451573579 0.918823001725 1.00422549071 1.05102062098 1.12160684271 1.13849266362
9 81 -0.230303264149 -0.0151147764851 0.0041411971081 0.155611652522 0.829653694791 0.89451573579 0.918823001725 1.00422549071 1.05102062098 1.12160684271 1.13849266362
10 90 -0.216095094907 -0.0168446795124 0.00852265576931 0.14683602836 0.81938944541 0.90656473973 0.933193746298 1.02290801931 1.04969052955 1.0749158072 1.15423382594
11 99 -0.215699740897 -0.0418040979882 0.0109666844737 0.149546677693 0.81938944541 0.90656473973 0.933193746298 1.02290801931 1.04969052955 1.0749158072 1.15423382594
12 108 -0.234915005349 -0.0120341151152 0.00477300350493 0.188229020154 0.807886619962 0.882893899885 0.931040075905 1.00317052918 1.04218485362 1.13778483517 1.14626665179
